,road_name,road_length,highway,crossing,service,traffic_signals,tertiary,residential,motorway_junction,motorway,min_lat,min_lon,max_lat,max_lon,num_events_accidentsAndIncidents
46979,n/a,0.19237347747,"{'traffic_signals': 1, 'motorway_junction': 1, 'motorway_link': 1}",0,0,1,0,0,1,0,38.7364733,-77.1924752,38.7380413,-77.1895226,21.0
33583,Yorktown Drive,0.275190916565,{'residential': 1},0,0,0,0,1,0,0,38.736481,-77.055777,38.7403848,-77.0547467,0.0
36705,n/a,0.0482821852649,{'service': 1},0,1,0,0,0,0,0,38.736488,-77.632052,38.736647,-77.631179,0.0
128368,n/a,0.0540088817191,{'service': 1},0,1,0,0,0,0,0,38.73649,-77.078345,38.7368416,-77.0774492,0.0
25167,Irishmore Court,0.036365224572,{'residential': 1},0,0,0,0,1,0,0,38.7364905,-77.2064825,38.7370155,-77.2064285,0.0
128365,n/a,0.0530482912997,{'service': 1},0,1,0,0,0,0,0,38.7364967,-77.0772151,38.736828,-77.0763264,0.0
22162,Mansion Court North,0.0167471476918,{'residential': 1},0,0,0,0,1,0,0,38.736504,-77.128551,38.736744,-77.128506,0.0
84104,Wheat Mill Loop,0.0500127491686,{'residential': 1},0,0,0,0,1,0,0,38.736505,-77.559798,38.736633,-77.558884,0.0
37111,Moray Firth Way,0.209779906001,{'residential': 1},0,0,0,0,1,0,0,38.736507,-77.572267,38.737706,-77.568688,0.0
17987,n/a,0.152958308872,{'service': 1},0,1,0,0,0,0,0,38.7365126,-77.083547,38.738318,-77.0819011,0.0
127676,n/a,0.0278045421786,{'footway': 1},0,0,0,0,0,0,0,38.7365173,-77.5726435,38.736793,-77.5722672,0.0
100998,n/a,0.0722224856809,{'service': 1},0,1,0,0,0,0,0,38.7365208,-77.533882,38.7370983,-77.5327639,0.0
32350,Martha Washington Street,0.646538083599,{'residential': 1},0,0,0,0,1,0,0,38.736529,-77.103707,38.745588,-77.100668,0.0
35140,n/a,0.0337685974141,{'residential': 1},0,0,0,0,1,0,0,38.736533,-77.452571,38.73662,-77.451954,0.0
38407,n/a,0.246903957066,{'service': 1},0,1,0,0,0,0,0,38.736535,-77.474163,38.739771,-77.472212,0.0
128369,n/a,0.0905639056116,{'service': 1},0,1,0,0,0,0,0,38.7365438,-77.0769193,38.7377036,-77.0761339,0.0
39034,Hastings Drive,0.103314611702,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.736547,-77.49943,38.7371368,-77.497667,0.0
92408,Battlefield Drive,0.177047827443,"{'residential': 1, 'traffic_signals': 2}",0,0,2,0,1,0,0,38.736547,-77.497667,38.738223,-77.495179,0.0
37290,Gentle Shade Drive,0.239094857336,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736548,-77.579107,38.7378891,-77.575014,0.0
28854,Gladstone Place,0.261644817044,{'residential': 1},0,0,0,0,1,0,0,38.736549,-77.054345,38.736984,-77.049519,0.0
27020,Chippenham Court,0.132879197127,{'residential': 1},0,0,0,0,1,0,0,38.73655,-77.272219,38.738266,-77.271102,0.0
29374,Clifton Drive,0.0874376682391,{'residential': 1},0,0,0,0,1,0,0,38.736578,-77.046599,38.736741,-77.044989,0.0
23241,South Run Oaks Drive,0.277394222781,"{'crossing': 1, 'residential': 1, 'turning_circle': 1}",1,0,0,0,1,0,0,38.736593,-77.2813176,38.739214,-77.277414,2.0
37375,Pioneer Drive,1.15539442303,{'residential': 1},0,0,0,0,1,0,0,38.736601,-77.596861,38.752542,-77.590335,0.0
33039,Dark Den Circle,0.0293690871093,{'residential': 1},0,0,0,0,1,0,0,38.7366067,-77.2417917,38.736915,-77.241416,0.0
99748,n/a,0.0816305798922,{'service': 1},0,1,0,0,0,0,0,38.7366093,-77.5182681,38.7374568,-77.5172113,0.0
103534,n/a,0.0593414311949,{'track': 1},0,0,0,0,0,0,0,38.7366239,-77.0593232,38.7374815,-77.0592508,0.0
35485,n/a,0.0727915160459,{'service': 1},0,1,0,0,0,0,0,38.736627,-77.396758,38.737456,-77.395923,0.0
32696,Ashboro Drive,0.485902573299,{'residential': 1},0,0,0,0,1,0,0,38.736627,-77.107715,38.743162,-77.104367,0.0
39142,Cleary Street,0.0907245533324,{'residential': 1},0,0,0,0,1,0,0,38.736628,-77.471535,38.737826,-77.470843,0.0
83191,Hazel Circle Drive,0.426919388679,{'residential': 1},0,0,0,0,1,0,0,38.7366387,-77.5520352,38.7411676,-77.5466383,0.0
38639,Autumn Place,0.0661828966419,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736655,-77.489588,38.736888,-77.488396,0.0
103473,n/a,0.0343128088518,"{'crossing': 1, 'footway': 1}",1,0,0,0,0,0,0,38.7366678,-77.0939317,38.7370444,-77.093516,3.0
88004,n/a,0.0762669907612,{'residential': 1},0,0,0,0,1,0,0,38.7366698,-77.4243877,38.7377163,-77.4239345,0.0
35797,n/a,0.0483479465065,{'service': 1},0,1,0,0,0,0,0,38.736672,-77.571289,38.737245,-77.570773,0.0
92394,Hastings Drive,0.103148888121,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.736673,-77.499366,38.737253,-77.497601,0.0
17354,n/a,0.0829953075069,{'residential': 1},0,0,0,0,1,0,0,38.736675,-77.283585,38.7377694,-77.2829476,0.0
102934,Janna Lee Avenue,0.169997781947,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.7366844,-77.095369,38.7387855,-77.0937235,3.0
73202,n/a,0.0089643219231,"{'turning_circle': 1, 'path': 1}",0,0,0,0,0,0,0,38.736686,-77.2598642,38.7367861,-77.2597582,0.0
73203,n/a,0.0354065825141,"{'turning_circle': 1, 'service': 1}",0,1,0,0,0,0,0,38.736686,-77.2604082,38.7367628,-77.2597582,0.0
29375,Rising Creek Lane,0.0610597387528,{'residential': 1},0,0,0,0,1,0,0,38.736687,-77.2429075,38.737289,-77.242077,0.0
18962,Clifforest Drive,0.10683078261,{'residential': 1},0,0,0,0,1,0,0,38.736692,-77.226505,38.7378836,-77.2252397,0.0
15866,n/a,0.0235143891806,{'residential': 1},0,0,0,0,1,0,0,38.736692,-77.234829,38.73677,-77.234404,0.0
36280,n/a,0.0443726708946,{'residential': 1},0,0,0,0,1,0,0,38.736726,-77.642001,38.73709,-77.641322,0.0
96256,n/a,0.0831303357085,{'service': 1},0,1,0,0,0,0,0,38.7367289,-77.4754892,38.7372117,-77.4740752,0.0
38433,n/a,0.0524038338272,{'residential': 1},0,0,0,0,1,0,0,38.736737,-77.454611,38.737049,-77.453724,0.0
83250,Crashing Thunder Place,0.120721691632,"{'turning_circle': 2, 'residential': 1}",0,0,0,0,1,0,0,38.736737,-77.5543412,38.7383814,-77.5535795,0.0
44061,Prince William Parkway,0.0427967575377,{'trunk': 1},0,0,0,0,0,0,0,38.7367389,-77.5135849,38.7372059,-77.5130624,0.0
128363,n/a,0.0530247872612,{'service': 1},0,1,0,0,0,0,0,38.7367473,-77.0773852,38.7371043,-77.0765135,0.0
88820,Powderbrook Lane,0.199810301693,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7367531,-77.2172569,38.7386302,-77.2144332,0.0
24275,Crystal Creek Court,0.0355192074931,{'residential': 1},0,0,0,0,1,0,0,38.736754,-77.2409162,38.7371557,-77.2405042,0.0
99749,n/a,0.0457840867095,{'service': 1},0,1,0,0,0,0,0,38.7367599,-77.5177142,38.7373822,-77.5174206,0.0
99747,n/a,0.0906042454742,{'service': 1},0,1,0,0,0,0,0,38.7367641,-77.5177144,38.7376919,-77.5165247,0.0
88837,West Point Drive,0.168628632492,"{'turning_circle': 2, 'residential': 1}",0,0,0,0,1,0,0,38.7367655,-77.2218394,38.7385766,-77.2197388,0.0
35294,n/a,0.239918592076,{'service': 1},0,1,0,0,0,0,0,38.736797,-77.528538,38.738724,-77.524831,0.0
27615,Birchlake Court,0.116369743956,{'residential': 1},0,0,0,0,1,0,0,38.7368,-77.108657,38.736867,-77.106498,0.0
88788,n/a,0.0512753722022,{'service': 1},0,1,0,0,0,0,0,38.7368042,-77.2099723,38.7370348,-77.2090673,0.0
83211,n/a,0.0946707844275,{'service': 1},0,1,0,0,0,0,0,38.7368059,-77.5811202,38.737562,-77.5796538,0.0
88790,Braemar Way,0.0850465274131,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7368099,-77.2146129,38.7371657,-77.2131011,0.0
37443,Island Fog Court,0.195468756195,{'residential': 1},0,0,0,0,1,0,0,38.736812,-77.562156,38.739553,-77.561248,0.0
102948,n/a,0.0730754184159,{'service': 1},0,1,0,0,0,0,0,38.7368333,-77.097988,38.7377703,-77.0973571,0.0
37582,Elliston Court,0.137148056855,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736863,-77.5781612,38.7377395,-77.575876,0.0
38515,n/a,0.00490729448156,{'residential': 1},0,0,0,0,1,0,0,38.736865,-77.464107,38.736903,-77.46403,0.0
38806,Willa Lane,0.0963640973754,{'residential': 1},0,0,0,0,1,0,0,38.736865,-77.465391,38.737837,-77.464107,0.0
22130,Kemper Street,0.0848030911861,{'residential': 1},0,0,0,0,1,0,0,38.736868,-77.112903,38.738024,-77.112371,0.0
44060,Prince William Parkway,0.0407860532401,{'trunk': 1},0,0,0,0,0,0,0,38.7368736,-77.5133884,38.7373124,-77.5128814,0.0
28271,Fairfax Road,0.230784266405,{'residential': 1},0,0,0,0,1,0,0,38.736874,-77.059227,38.738332,-77.055371,0.0
88817,Overton Court,0.0741824502075,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7368935,-77.2122428,38.7379456,-77.2119636,0.0
36616,n/a,0.0427857010672,{'service': 1},0,1,0,0,0,0,0,38.736901,-77.594578,38.737179,-77.593868,0.0
39021,Olde Mill Run,0.135270213854,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736903,-77.46403,38.7380301,-77.4619756,0.0
38640,Grist Mill Court,0.0436165786566,{'residential': 1},0,0,0,0,1,0,0,38.736912,-77.463045,38.737454,-77.462629,0.0
30858,Loving Forest Court,0.0735548775632,{'residential': 1},0,0,0,0,1,0,0,38.736915,-77.241416,38.7379323,-77.2410106,0.0
38391,n/a,0.0241831754693,{'residential': 1},0,0,0,0,1,0,0,38.736931,-77.457915,38.737193,-77.457617,0.0
38845,Field Court,0.154529262744,"{'turning_circle': 2, 'residential': 1}",0,0,0,0,1,0,0,38.7369326,-77.4978362,38.738718,-77.496106,0.0
35343,n/a,0.123359377495,{'service': 1},0,1,0,0,0,0,0,38.736935,-77.648997,38.73861,-77.6482,0.0
62404,Nokesville Road,0.0393835124931,{'primary': 1},0,0,0,0,0,0,0,38.7369376,-77.535081,38.7371513,-77.534403,0.0
28601,Ashton Street,0.630771391144,{'residential': 1},0,0,0,0,1,0,0,38.7369427,-77.102517,38.745819,-77.0997461,0.0
36025,n/a,0.0962700467335,{'residential': 1},0,0,0,0,1,0,0,38.736946,-77.392214,38.737859,-77.390863,0.0
37829,Wisakon Trail,0.0386047345122,{'residential': 1},0,0,0,0,1,0,0,38.736946,-77.390878,38.737505,-77.390863,0.0
28709,Oak Crest Lane,0.219989597602,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.736949,-77.276659,38.740039,-77.275663,0.0
36797,n/a,0.0909237908313,{'service': 1},0,1,0,0,0,0,0,38.736957,-77.609632,38.737843,-77.608383,0.0
38390,n/a,0.0238117408264,{'residential': 1},0,0,0,0,1,0,0,38.736958,-77.459388,38.737156,-77.459026,0.0
37307,Hynson Drive,0.527862276786,{'residential': 1},0,0,0,0,1,0,0,38.73696,-77.443887,38.742524,-77.437165,0.0
83206,n/a,0.075296294733,{'service': 1},0,1,0,0,0,0,0,38.7369614,-77.5810672,38.7372291,-77.5797119,0.0
32929,Rolling Knoll Court,0.0903042073823,{'residential': 1},0,0,0,0,1,0,0,38.736964,-77.23262,38.738232,-77.232209,0.0
38431,n/a,0.0464447268755,{'residential': 1},0,0,0,0,1,0,0,38.736965,-77.457617,38.737274,-77.456851,0.0
37218,Carolina Drive,0.143901906359,{'unclassified': 1},0,0,0,0,0,0,0,38.73697,-77.52379,38.737807,-77.521343,0.0
91693,Sudley Manor Drive,0.308569845541,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.73698,-77.578885,38.7412721,-77.5772885,0.0
38285,n/a,0.143789769329,{'service': 1},0,1,0,0,0,0,0,38.7369884,-77.4750707,38.7390464,-77.474662,0.0
38938,Cather Avenue,0.321834337467,{'residential': 1},0,0,0,0,1,0,0,38.736997,-77.467025,38.739812,-77.462262,0.0
73204,n/a,0.0908549856027,{'service': 1},0,1,0,0,0,0,0,38.736999,-77.2539523,38.7372998,-77.25231,0.0
127599,n/a,0.155686423545,{'path': 1},0,0,0,0,0,0,0,38.7370094,-77.2540651,38.7391474,-77.2531466,0.0
98337,n/a,0.0533537121195,{'service': 1},0,1,0,0,0,0,0,38.7370148,-77.4725868,38.7377262,-77.4722,0.0
26222,Willowdale Court,0.0921845461805,{'residential': 1},0,0,0,0,1,0,0,38.7370151,-77.2471046,38.738334,-77.2468385,0.0
98336,n/a,0.0444363199392,{'service': 1},0,1,0,0,0,0,0,38.737016,-77.474684,38.737268,-77.4739248,0.0
36259,n/a,0.0648488933899,{'service': 1},0,1,0,0,0,0,0,38.737024,-77.407299,38.737064,-77.406096,0.0
35795,n/a,0.169213731671,{'service': 1},0,1,0,0,0,0,0,38.737026,-77.581468,38.738643,-77.579107,0.0
91648,Sudley Manor Drive,0.310303372628,"{'traffic_signals': 1, 'tertiary': 1}",0,0,1,1,0,0,0,38.737026,-77.579107,38.7413408,-77.5774953,0.0
83209,n/a,0.058248927163,{'service': 1},0,1,0,0,0,0,0,38.7370285,-77.5810129,38.7373959,-77.5800393,0.0
35875,n/a,0.0677596166827,{'service': 1},0,1,0,0,0,0,0,38.737037,-77.447596,38.737959,-77.447165,0.0
100653,n/a,0.0843352004319,{'service': 1},0,1,0,0,0,0,0,38.7370378,-77.0859485,38.7375315,-77.0845162,0.0
37878,Stillwater Place,0.248627580377,{'residential': 1},0,0,0,0,1,0,0,38.737043,-77.387764,38.738231,-77.383406,0.0
20303,Keeler Court,0.0310348677366,{'residential': 1},0,0,0,0,1,0,0,38.737052,-77.119934,38.737191,-77.119386,0.0
32849,Steadman Place,0.024706058067,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737057,-77.114229,38.7371404,-77.1137829,0.0
21257,Ravina Court,0.0839540032705,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737061,-77.272846,38.737619,-77.271461,0.0
128362,n/a,0.0524173880244,{'service': 1},0,1,0,0,0,0,0,38.7370612,-77.077585,38.7374122,-77.076722,0.0
91647,Broadsword Drive,0.426916852973,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7370635,-77.58893,38.7427273,-77.5857499,0.0
48539,Swordale Lane,0.162580603305,{'residential': 1},0,0,0,0,1,0,0,38.7370635,-77.5860552,38.7392963,-77.5850965,0.0
91677,Broadsword Drive,0.454553994436,{'residential': 1},0,0,0,0,1,0,0,38.7370635,-77.5860552,38.7421681,-77.5807251,0.0
37655,Moxleys Ford Lane,0.151454844684,{'residential': 1},0,0,0,0,1,0,0,38.737073,-77.56635,38.739171,-77.565529,0.0
39113,Bethany Court,0.0404295209954,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7370778,-77.487083,38.73766,-77.4870028,0.0
27873,Parkdale Court,0.0223440458006,{'residential': 1},0,0,0,0,1,0,0,38.737082,-77.2457485,38.7373766,-77.2455768,0.0
83249,Window Pane Way,0.0566710354823,{'residential': 1},0,0,0,0,1,0,0,38.7370845,-77.5549109,38.7374954,-77.554,0.0
38389,n/a,0.0253483474259,{'residential': 1},0,0,0,0,1,0,0,38.737087,-77.456851,38.737348,-77.45652,0.0
98320,n/a,0.0884764588632,{'footway': 1},0,0,0,0,0,0,0,38.7370926,-77.5811842,38.7381471,-77.5802508,0.0
17353,n/a,0.00437296988138,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737096,-77.277937,38.737156,-77.277911,0.0
19814,Long Shadows Drive,0.194348029243,{'residential': 1},0,0,0,0,1,0,0,38.737101,-77.287526,38.7389075,-77.2847586,0.0
28538,Hallston Court,0.135832388944,"{'turning_circle': 2, 'residential': 1}",0,0,0,0,1,0,0,38.737106,-77.270525,38.737781,-77.268156,0.0
30216,Candlewood Drive,0.502632797717,{'residential': 1},0,0,0,0,1,0,0,38.737109,-77.071917,38.744319,-77.070628,0.0
98340,n/a,0.0478796717796,{'service': 1},0,1,0,0,0,0,0,38.737135,-77.4737465,38.7373493,-77.472901,0.0
92350,Dumfries Road,0.10920850488,"{'traffic_signals': 1, 'secondary': 1}",0,0,1,0,0,0,0,38.737135,-77.472901,38.7385961,-77.4721244,0.0
38945,n/a,0.0480013776214,{'service': 1},0,1,0,0,0,0,0,38.737135,-77.4736824,38.7374694,-77.472901,0.0
92398,Godwin Drive,0.635658907115,{'tertiary': 1},0,0,0,1,0,0,0,38.7371368,-77.5096977,38.7416774,-77.49943,0.0
30208,Burnt Oak Drive,0.202280032406,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737143,-77.27816,38.738915,-77.275169,0.0
115900,Nokesville Road,0.235156994126,"{'primary': 1, 'traffic_signals': 3}",0,0,3,0,0,0,0,38.7371513,-77.534403,38.7382612,-77.530275,1.0
38430,n/a,0.0114821347569,{'residential': 1},0,0,0,0,1,0,0,38.737156,-77.459026,38.73724,-77.458842,0.0
88821,Powderbrook Lane,0.00857740713078,{'residential': 1},0,0,0,0,1,0,0,38.7371657,-77.214752,38.7372262,-77.2146129,0.0
37006,Fife Ness Court,0.0945253814498,{'residential': 1},0,0,0,0,1,0,0,38.737166,-77.563775,38.737727,-77.562174,0.0
26409,Pine Lake Court,0.0888630914462,{'residential': 1},0,0,0,0,1,0,0,38.737172,-77.110209,38.738408,-77.109749,0.0
65971,Swank Road,0.160895349944,{'unclassified': 1},0,0,0,0,0,0,0,38.7371724,-77.1652088,38.7378866,-77.1623651,0.0
38429,n/a,0.0935321676146,{'service': 1},0,1,0,0,0,0,0,38.737182,-77.454965,38.737918,-77.453507,0.0
46980,n/a,0.0709108352454,{'motorway_link': 1},0,0,0,0,0,0,0,38.7371918,-77.1905086,38.7379327,-77.1895968,2.0
36915,Stone Road,0.11639522127,{'residential': 1},0,0,0,0,1,0,0,38.737196,-77.416691,38.738099,-77.414866,0.0
44067,Prince William Parkway,0.117543353448,{'trunk': 1},0,0,0,0,0,0,0,38.7372059,-77.515014,38.7384926,-77.5135849,0.0
102939,Rolling Hills Avenue,0.144879813462,{'residential': 1},0,0,0,0,1,0,0,38.7372114,-77.0971465,38.7381588,-77.0947462,0.0
103528,n/a,0.0593714956956,{'service': 1},0,1,0,0,0,0,0,38.7372116,-77.0596589,38.7376108,-77.0586825,0.0
36736,n/a,0.166829024957,{'residential': 1},0,0,0,0,1,0,0,38.737217,-77.429471,38.737758,-77.426452,0.0
91682,Banchory Place,0.0671578237328,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737238,-77.5874148,38.7381973,-77.5872088,0.0
38256,Brendel Way,0.0501751733545,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737245,-77.489928,38.7376663,-77.4891689,0.0
103523,n/a,0.0744624442838,{'footway': 1},0,0,0,0,0,0,0,38.7372453,-77.0597172,38.7376114,-77.0584167,0.0
103515,n/a,0.00883125503766,{'footway': 1},0,0,0,0,0,0,0,38.7372453,-77.0585806,38.7372492,-77.0584167,0.0
28960,Capistrano Place,0.104626713194,{'residential': 1},0,0,0,0,1,0,0,38.7372525,-77.0991871,38.7387051,-77.0986339,0.0
38830,Godwin Drive,0.549103064148,{'tertiary': 1},0,0,0,1,0,0,0,38.737253,-77.5082182,38.7411991,-77.499366,0.0
38049,Wilcoxen Station Way,0.373999217019,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73726,-77.4498571,38.7397607,-77.443697,0.0
32121,Arcturus on Potomac,0.212813939378,{'residential': 1},0,0,0,0,1,0,0,38.73727,-77.046679,38.737997,-77.042839,0.0
31318,Brosar Court,0.0526358138413,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737276,-77.08673,38.73792,-77.086207,0.0
21043,Noel Street,0.182824761976,{'residential': 1},0,0,0,0,1,0,0,38.737285,-77.118613,38.739764,-77.11742,0.0
28539,Hallston Court,0.0266097028722,{'residential': 1},0,0,0,0,1,0,0,38.737286,-77.269897,38.737669,-77.269842,0.0
103532,n/a,0.0276007108895,{'service': 1},0,1,0,0,0,0,0,38.7372913,-77.0599669,38.7376108,-77.0596589,0.0
36199,n/a,0.0463730651798,{'service': 1},0,1,0,0,0,0,0,38.737297,-77.627784,38.737448,-77.626945,0.0
27766,Arcturus Lane,0.0600647827246,{'residential': 1},0,0,0,0,1,0,0,38.737299,-77.0477795,38.7374401,-77.046679,0.0
42181,Prince William Parkway,0.115481415628,{'trunk': 1},0,0,0,0,0,0,0,38.7373124,-77.5147816,38.7385838,-77.5133884,0.0
100652,n/a,0.0317696322679,"{'turning_circle': 1, 'service': 1}",0,1,0,0,0,0,0,38.7373307,-77.08608,38.737757,-77.085858,0.0
47032,n/a,0.317277445687,{'motorway_link': 1},0,0,0,0,0,0,0,38.7373323,-77.1923645,38.7417958,-77.1909641,116.0
21231,Bainbridge Road,0.452263197337,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737333,-77.068063,38.742806,-77.063449,0.0
37677,Silver Fox Trail,0.275988599853,{'residential': 1},0,0,0,0,1,0,0,38.737336,-77.399911,38.740023,-77.396117,0.0
21078,Gold Sky Court,0.0499327787673,{'residential': 1},0,0,0,0,1,0,0,38.737339,-77.238411,38.737805,-77.237702,0.0
29102,Steeple Chase Court,0.0248789082785,{'residential': 1},0,0,0,0,1,0,0,38.7373431,-77.2487182,38.7375842,-77.2483749,0.0
83207,n/a,0.0158739947765,{'service': 1},0,1,0,0,0,0,0,38.737344,-77.579967,38.7375738,-77.579958,0.0
36511,n/a,0.0526835652678,{'service': 1},0,1,0,0,0,0,0,38.737353,-77.407242,38.737369,-77.406264,0.0
32304,Kane Court,0.0981883188655,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73736,-77.067332,38.738719,-77.066795,0.0
37427,Whippoorwill Road,0.241272656938,{'residential': 1},0,0,0,0,1,0,0,38.737364,-77.64036,38.738275,-77.636035,0.0
27872,Parkdale Court,0.0490560895211,{'residential': 1},0,0,0,0,1,0,0,38.7373766,-77.2457485,38.7380863,-77.2457055,0.0
128364,n/a,0.050210894116,{'service': 1},0,1,0,0,0,0,0,38.7373767,-77.0777521,38.7377036,-77.0769193,0.0
29365,Eddy Bend Tr,0.103153591423,{'residential': 1},0,0,0,0,1,0,0,38.737378,-77.302184,38.738764,-77.301469,0.0
123599,n/a,0.1624411364,{'service': 1},0,1,0,0,0,0,0,38.7373973,-77.2106134,38.7392822,-77.2088084,0.0
98322,n/a,0.0635860044813,{'footway': 1},0,0,0,0,0,0,0,38.7374022,-77.5820117,38.7379487,-77.5810614,0.0
38189,Selkirk Circle,0.0142696700978,{'residential': 1},0,0,0,0,1,0,0,38.737422,-77.56452,38.737547,-77.564309,0.0
38550,Austin Way,0.0787371134728,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737424,-77.4939194,38.738335,-77.49304,0.0
27585,Bent Arrow Court,0.0264944040126,{'residential': 1},0,0,0,0,1,0,0,38.7374302,-77.2436542,38.7376913,-77.2432937,0.0
38960,Constance Place,0.0505589050886,{'residential': 1},0,0,0,0,1,0,0,38.737436,-77.480282,38.738167,-77.480227,0.0
32400,Maple Ridge Avenue,0.0713369693122,{'residential': 1},0,0,0,0,1,0,0,38.7374417,-77.2277545,38.7377765,-77.2265014,0.0
37713,Spindle Foot Court,0.0737991834641,"{'turning_circle': 2, 'residential': 1}",0,0,0,0,1,0,0,38.737446,-77.560372,38.738426,-77.559825,0.0
37792,Steity Lane,0.101391257139,{'residential': 1},0,0,0,0,1,0,0,38.737447,-77.405134,38.738879,-77.404717,0.0
32299,Lynnfield Drive,0.195744932542,{'residential': 1},0,0,0,0,1,0,0,38.737448,-77.0741558,38.739674,-77.071905,0.0
98335,n/a,0.0575729376042,{'service': 1},0,1,0,0,0,0,0,38.7374694,-77.4746655,38.7377969,-77.4736824,0.0
32097,Holland Court,0.0893608323769,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7374729,-77.0811305,38.7377156,-77.0795007,0.0
36116,n/a,0.324365792212,{'service': 1},0,1,0,0,0,0,0,38.737485,-77.624049,38.742013,-77.622444,0.0
37991,Boreland Court,0.15941543258,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737492,-77.5779026,38.7385475,-77.57527,0.0
27767,Arcturus Lane,0.251379271097,{'residential': 1},0,0,0,0,1,0,0,38.737495,-77.053994,38.737911,-77.049357,0.0
37874,Kings Forest Lane,0.0780122665795,{'residential': 1},0,0,0,0,1,0,0,38.737503,-77.408638,38.73771,-77.407214,0.0
124049,n/a,0.0666277904504,{'service': 1},0,1,0,0,0,0,0,38.7375033,-77.0908412,38.7382205,-77.0900135,0.0
39125,Harvest Place,0.0929669127458,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73751,-77.4986715,38.7381941,-77.4971847,0.0
23151,Beckner Court,0.0704803401809,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.737512,-77.1168377,38.7385112,-77.11657,0.0
37054,Hume Court,0.165379013566,{'residential': 1},0,0,0,0,1,0,0,38.737517,-77.569623,38.739767,-77.56857,0.0
32763,Washington Road,0.224486491452,{'residential': 1},0,0,0,0,1,0,0,38.737523,-77.058949,38.738824,-77.055129,0.0
44068,n/a,0.0878222731641,{'trunk_link': 1},0,0,0,0,0,0,0,38.7375232,-77.5151357,38.7383863,-77.5139379,0.0
96350,n/a,0.0809943851356,{'service': 1},0,1,0,0,0,0,0,38.7375259,-77.477884,38.7378886,-77.4764538,0.0
123618,n/a,0.256882427568,{'service': 1},0,1,0,0,0,0,0,38.7375293,-77.2085971,38.7384164,-77.2039649,0.0
33741,Vista Point Lane,0.136246153603,{'residential': 1},0,0,0,0,1,0,0,38.737532,-77.30855,38.73877,-77.30658,0.0
35584,n/a,0.0406450837618,{'service': 1},0,1,0,0,0,0,0,38.737532,-77.389114,38.737975,-77.388617,0.0
36324,n/a,0.102236142384,{'service': 1},0,1,0,0,0,0,0,38.737534,-77.428163,38.737806,-77.426297,0.0
88822,Pyracantha Court,0.0498108938567,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.7375398,-77.2225961,38.7376384,-77.2216799,0.0
67487,Sky Blue Drive,0.0332644601161,{'unclassified': 1},0,0,0,0,0,0,0,38.7375451,-77.1698296,38.7379311,-77.16946,0.0
39044,Trellis Court,0.026433192333,"{'turning_circle': 1, 'residential': 1}",0,0,0,0,1,0,0,38.73755,-77.486467,38.73786,-77.486179,0.0
115901,n/a,0.0607796054295,"{'unclassified': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7375518,-77.5333239,38.7383927,-77.5329901,0.0
95842,n/a,0.0600782113134,"{'unclassified': 1, 'traffic_signals': 1}",0,0,1,0,0,0,0,38.7375518,-77.5332768,38.7383927,-77.5329901,0.0
123597,n/a,0.0275516667453,{'service': 1},0,1,0,0,0,0,0,38.737553,-77.2097827,38.7375634,-77.2092713,0.0
